date,open,high,low,close,volume
2023-01-24,140.59,143.87,140.26,142.03,21970200
2023-01-25,140.12,142.06,139.22,140.4,26622000
2023-01-26,143.28,146.36,142.18,146.15,25482100
2023-01-27,147.09,152.0,146.24,150.56,35771900
2023-01-30,148.25,149.94,145.81,145.91,28040100
2023-01-31,146.8,148.71,146.37,147.81,29842100
2023-02-01,146.88,152.38,145.91,151.93,55661000
2023-02-02,181.95,195.62,178.76,187.3,150475700
2023-02-03,182.04,195.24,181.47,185.08,76809700
2023-02-06,185.08,189.22,184.08,184.61,42483800
2023-02-07,184.13,192.27,182.96,190.13,47080700
2023-02-08,188.52,189.34,181.5,182.0,36139100
2023-02-09,184.68,185.2,175.89,176.53,37118800
2023-02-10,174.98,177.5,172.0,172.79,33433600
2023-02-13,176.83,179.59,174.45,178.03,31463200
2023-02-14,175.78,180.1,174.51,178.08,24034600
2023-02-15,175.05,176.8,173.96,175.78,25308900
2023-02-16,171.4,174.48,170.45,171.1,25827500
2023-02-17,168.89,171.83,168.38,171.53,24171300
2023-02-21,172.95,176.78,170.54,170.74,34592600
2023-02-22,169.74,171.41,168.37,169.79,22433200
2023-02-23,170.66,172.34,168.06,170.7,20017800
2023-02-24,167.33,169.39,166.35,169.06,19791300
2023-02-27,170.54,171.77,167.74,168.22,19277000
2023-02-28,170.56,176.17,170.53,173.58,46051100
2023-03-01,173.23,176.47,171.7,172.07,30998400
2023-03-02,171.04,173.65,170.1,173.17,17352000
2023-03-03,177.53,185.17,175.67,183.81,45877700
2023-03-06,186.54,188.18,183.2,183.46,33209400
2023-03-07,187.53,188.88,182.58,183.07,36701500
2023-03-08,181.45,183.82,179.93,183.53,19432400
2023-03-09,184.9,187.46,178.9,180.28,26582800
2023-03-10,179.6,183.33,177.41,178.11,25665000
2023-03-13,176.57,182.35,173.46,179.49,24728000
2023-03-14,186.12,192.81,185.11,192.51,41642600
2023-03-15,191.45,196.24,189.35,196.21,42123600
2023-03-16,196.72,204.16,194.56,203.33,50447100
2023-03-17,199.0,200.33,193.91,194.09,50141100
2023-03-20,196.93,197.81,192.13,196.27,25186300
2023-03-21,201.62,201.97,196.41,200.59,31827000
2023-03-22,200.92,205.76,198.12,198.25,28477800
2023-03-23,201.26,206.26,200.58,202.69,27389700
2023-03-24,203.58,205.96,201.97,204.41,27716400
2023-03-27,203.22,204.26,199.79,201.26,18527200
2023-03-28,198.59,199.46,196.36,199.12,19127300
2023-03-29,201.97,204.12,200.96,203.75,18851100
2023-03-30,201.8,206.47,201.24,206.22,22608300
2023-03-31,205.63,210.52,205.16,210.29,25440300
2023-04-03,207.21,211.83,206.58,211.41,17924600
2023-04-04,211.73,214.56,210.89,213.05,21026400
2023-04-05,212.48,213.51,208.31,209.83,19396600
2023-04-06,207.62,215.25,207.03,214.42,26104400
2023-04-10,213.04,213.98,209.02,213.08,16106100
2023-04-11,213.8,214.34,211.75,212.18,16710100
2023-04-12,213.17,215.15,210.92,212.33,18972200
2023-04-13,214.05,219.43,214.01,218.63,23310400
2023-04-14,216.18,220.38,215.86,219.77,21591200
2023-04-17,218.08,219.26,215.44,217.16,15481900
2023-04-18,218.2,218.72,214.53,216.19,12281000
2023-04-19,211.81,215.64,211.27,214.02,15898100
2023-04-20,211.82,215.06,211.11,211.41,16475400
2023-04-21,208.57,211.75,207.95,211.23,17717200
2023-04-24,212.02,212.25,209.07,211.13,15750900
2023-04-25,209.18,209.62,205.52,205.93,19198200
2023-04-26,210.85,212.44,207.25,207.77,41992700
2023-04-27,238.02,239.81,234.93,236.7,71196500
2023-04-28,237.15,238.56,233.91,238.45,39554000
2023-05-01,236.76,242.1,234.62,241.29,29143900
2023-05-02,241.29,243.01,237.13,237.38,24350100
2023-05-03,237.61,239.87,230.94,235.18,34463900
2023-05-04,234.22,236.35,231.12,231.7,17889400
2023-05-05,230.43,232.85,228.06,230.97,27000500
2023-05-08,229.62,233.79,228.48,231.45,16400500
2023-05-09,229.66,234.04,229.28,231.55,16865600
2023-05-10,234.33,234.91,228.92,231.27,19119000
2023-05-11,231.24,236.36,230.49,233.95,20449000
2023-05-12,234.9,235.11,229.65,231.99,16161400
2023-05-15,235.08,238.39,233.5,237.0,20653200
2023-05-16,233.95,237.77,233.69,236.96,18163800
2023-05-17,236.59,241.94,236.29,240.6,21193100
2023-05-18,239.42,245.17,239.31,244.93,22943300
2023-05-19,245.54,246.75,241.51,243.73,21733600
2023-05-22,243.5,251.6,243.21,246.39,27738500
2023-05-23,244.89,249.65,244.73,244.82,17748100
2023-05-24,243.37,247.65,243.04,247.27,17724300
2023-05-25,251.43,253.63,247.23,250.72,22371400
2023-05-26,250.96,260.27,250.74,260.0,25727200
2023-05-30,263.18,266.56,259.26,260.48,23816500
2023-05-31,257.98,262.94,256.44,262.66,25473700
2023-06-01,263.83,271.87,263.82,270.49,25609500
2023-06-02,270.54,273.21,269.01,270.49,19416900
2023-06-05,268.2,273.42,267.46,269.28,20742900
2023-06-06,268.04,274.42,267.59,269.01,19419000
2023-06-07,269.55,272.11,260.75,261.55,26163600
2023-06-08,258.59,265.57,256.86,262.52,20899400
2023-06-09,260.44,265.86,259.66,262.89,16949800
2023-06-12,265.09,269.63,263.26,268.94,15442500
2023-06-13,272.74,273.57,266.99,269.21,16164000
2023-06-14,269.77,272.85,266.23,271.22,19175100
2023-06-15,270.18,281.78,269.31,279.64,25973500
2023-06-16,282.53,285.61,277.95,278.81,43127700
2023-06-20,276.56,282.58,274.07,282.12,20701600
2023-06-21,281.32,281.79,276.19,279.45,20556200
2023-06-22,276.91,283.04,275.63,282.66,17563100
2023-06-23,279.32,287.41,276.78,286.48,51092000
2023-06-26,286.45,287.53,275.44,276.3,24232700
2023-06-27,279.81,287.1,278.46,284.81,26108300
2023-06-28,282.6,287.3,281.85,283.07,16722100
2023-06-29,282.28,284.34,278.5,279.34,15395700
2023-06-30,282.54,286.8,282.21,284.75,19694900
2023-07-03,284.47,287.15,282.63,283.79,8629300
2023-07-05,285.41,295.8,284.13,292.08,33865500
2023-07-06,293.59,295.8,289.04,289.72,47600500
2023-07-07,289.9,293.89,286.41,288.27,25586000
2023-07-10,293.25,295.81,284.81,291.81,37058300
2023-07-11,291.61,297.84,289.63,295.97,27585900
2023-07-12,299.4,307.04,297.76,306.93,36677100
2023-07-13,311.18,313.78,307.87,310.97,30281000
2023-07-14,309.36,312.43,304.97,306.46,23054100
2023-07-17,305.15,309.28,302.34,308.2,25323100
2023-07-18,308.46,311.75,305.22,309.62,20731900
2023-07-19,310.59,316.2,308.1,313.55,21763700
2023-07-20,311.06,313.08,299.87,300.16,23836900
2023-07-21,302.2,303.08,288.93,291.97,42139300
2023-07-24,293.48,295.2,286.06,289.34,24915700
2023-07-25,292.89,295.98,289.59,292.18,19585600
2023-07-26,298.84,299.42,289.63,296.25,47256900
2023-07-27,322.59,322.82,307.43,309.28,64229200
2023-07-28,314.41,323.66,311.8,322.95,39220300
2023-07-31,321.17,323.12,315.12,316.12,25799600
2023-08-01,315.07,321.62,312.21,320.2,22817900
2023-08-02,315.52,315.91,308.23,311.86,20461100
2023-08-03,307.52,313.49,307.52,310.75,15180200
2023-08-04,312.51,315.93,307.78,308.31,17612800
2023-08-07,310.79,314.6,308.04,314.1,16236500
2023-08-08,311.95,315.41,307.7,310.21,15183500
2023-08-09,310.44,311.19,300.49,302.83,19955800
2023-08-10,305.54,309.91,301.5,303.36,14358900
2023-08-11,300.21,302.35,298.02,299.29,14046300
2023-08-14,298.64,303.83,295.93,303.81,15641900
2023-08-15,303.76,304.84,297.69,299.6,11623600
2023-08-16,297.86,298.74,291.99,292.0,18547700
2023-08-17,290.77,293.74,282.73,282.87,23950100
2023-08-18,276.86,283.47,272.24,281.04,35347900
2023-08-21,281.24,288.24,279.66,287.64,20181500
2023-08-22,290.27,290.62,284.52,285.36,12980200
2023-08-23,286.25,295.08,285.43,291.95,18287000
2023-08-24,296.18,297.13,284.41,284.52,18360900
2023-08-25,283.9,286.14,273.88,283.28,23701400
2023-08-28,285.76,289.18,283.57,288.0,14239300
2023-08-29,286.33,296.82,285.94,295.67,20844500
2023-08-30,294.86,295.97,291.15,292.8,17717000
2023-08-31,293.5,298.76,293.36,293.59,17229900
2023-09-01,297.04,299.39,292.18,294.07,12842300
2023-09-05,294.71,299.04,293.21,297.81,14956000
2023-09-06,299.36,300.94,293.36,296.84,15418100
2023-09-07,295.68,304.66,289.94,296.34,33748700
2023-09-08,296.89,302.87,294.47,295.57,17548000
2023-09-11,299.06,306.63,298.93,305.17,19489300
2023-09-12,303.94,306.26,297.89,299.31,13480400
2023-09-13,300.01,304.79,298.97,302.68,13210900
2023-09-14,304.35,310.43,302.65,309.29,19343100
2023-09-15,309.18,309.57,296.42,297.97,28131100
2023-09-18,295.87,301.24,295.48,300.19,14234200
2023-09-19,300.12,303.79,297.48,302.69,15924400
2023-09-20,302.67,305.66,297.1,297.34,19379500
2023-09-21,293.4,297.92,290.99,293.43,21319600
2023-09-22,296.97,303.0,295.95,296.75,25369600
2023-09-25,293.34,298.61,291.41,298.49,18987000
2023-09-26,295.34,297.96,293.71,296.63,19417200
2023-09-27,298.11,298.95,284.56,295.42,36429800
2023-09-28,296.61,303.94,294.39,301.59,22167100
2023-09-29,304.99,308.22,297.03,297.87,25373700
2023-10-02,300.38,304.79,299.28,304.43,16265600
2023-10-03,301.89,304.38,297.31,298.6,17362300
2023-10-04,296.4,304.51,296.18,303.2,16880500
2023-10-05,302.26,303.83,297.17,302.42,19130000
2023-10-06,299.09,313.85,298.57,312.97,21803900
2023-10-09,310.07,317.84,309.39,315.88,22503700
2023-10-10,316.64,322.13,315.68,319.33,19038000
2023-10-11,320.49,326.28,320.44,325.27,22036300
2023-10-12,325.45,327.97,320.18,321.64,20530500
2023-10-13,321.01,322.52,309.94,312.24,21341000
2023-10-16,316.16,319.31,313.06,318.65,16536100
2023-10-17,315.7,321.87,314.83,321.48,16387800
2023-10-18,318.89,323.4,313.1,314.5,16851000
2023-10-19,317.39,319.38,309.32,310.37,18709200
2023-10-20,311.69,312.84,304.08,306.25,22312300
2023-10-23,307.09,314.89,304.87,311.57,17796800
2023-10-24,314.31,315.87,308.21,310.12,19525500
2023-10-25,307.59,308.46,296.51,297.2,42192500
2023-10-26,292.7,292.7,277.22,286.1,66684100
2023-10-27,292.19,296.98,290.69,294.42,29596300
2023-10-30,296.76,306.99,296.72,300.3,28435100
2023-10-31,300.95,301.32,294.55,298.92,19434200
2023-11-01,299.5,310.3,299.5,309.42,20434600
2023-11-02,314.83,316.34,305.93,308.45,21631800
2023-11-03,310.12,313.09,308.6,312.15,16764300
2023-11-06,313.52,315.85,312.0,313.34,12887700
2023-11-07,314.59,318.5,312.67,316.34,14055600
2023-11-08,315.66,318.83,312.43,317.29,13609700
2023-11-09,316.93,321.66,316.32,318.05,16103100
2023-11-10,317.45,326.54,316.97,326.21,19096200
2023-11-13,323.66,329.74,323.16,326.63,16908900
2023-11-14,331.94,335.47,330.73,333.69,17179400
2023-11-15,335.3,335.77,327.45,330.12,14531200
2023-11-16,326.81,331.97,323.84,331.59,18932600
2023-11-17,327.69,332.89,326.79,332.43,14494400
2023-11-20,332.28,339.21,331.59,337.32,16960500
2023-11-21,335.7,337.25,333.28,334.36,12027900
2023-11-22,336.57,340.25,335.94,338.83,10702700
2023-11-24,337.48,339.2,334.15,335.6,5467500
2023-11-27,333.56,337.25,331.6,332.09,15684500
2023-11-28,330.8,336.74,330.8,336.35,12637200
2023-11-29,337.05,337.25,328.2,329.61,16024500
2023-11-30,329.31,330.9,319.89,324.6,23146400
2023-12-01,322.95,324.31,318.26,322.29,15276400
2023-12-04,314.82,318.36,311.22,317.53,19037100
2023-12-05,316.5,319.37,312.93,315.81,16952100
2023-12-06,319.42,319.74,314.57,314.98,11294300
2023-12-07,315.3,325.68,315.3,324.05,15905100
2023-12-08,320.57,330.58,320.48,330.16,14087400
2023-12-11,326.84,327.32,317.51,322.75,25802500
2023-12-12,322.07,331.87,322.03,331.62,18485500
2023-12-13,331.33,335.74,330.05,332.13,16353300
2023-12-14,331.25,332.09,326.08,330.58,19607300
2023-12-15,329.4,336.02,328.64,332.31,31776900
2023-12-18,334.85,344.85,334.4,341.94,18993900
2023-12-19,342.89,350.85,342.43,347.63,17729400
2023-12-20,345.94,352.2,345.08,346.56,16369900
2023-12-21,350.23,353.63,346.49,351.33,15289600
2023-12-22,352.81,354.42,348.49,350.64,11772800
2023-12-26,352.23,354.2,350.7,352.07,9898600
2023-12-27,353.3,356.2,352.54,355.04,13207900
2023-12-28,356.9,359.08,355.02,355.53,11798800
2023-12-29,356.19,357.2,349.08,351.2,14987100
2024-01-02,348.58,350.41,337.36,343.59,19042200
2024-01-03,342.29,345.24,340.51,341.79,15451100
2024-01-04,341.82,345.44,340.73,344.42,12099900
2024-01-05,344.29,350.75,343.56,349.21,13920700
2024-01-08,351.94,356.18,349.31,355.87,13890200
2024-01-09,353.62,357.83,352.59,354.65,13463900
2024-01-10,357.37,370.04,356.28,367.59,22117200
2024-01-11,369.23,369.88,360.1,366.79,17205400
2024-01-12,367.28,374.12,366.66,371.57,19310000
2024-01-16,370.74,372.69,364.37,364.6,15306900
2024-01-17,363.45,365.67,355.82,365.5,12724800
2024-01-18,368.6,373.92,368.06,373.2,16354300
2024-01-19,376.05,381.37,375.03,380.46,21670800
2024-01-22,384.93,387.31,378.19,378.81,17680500
2024-01-23,381.63,385.36,379.11,382.2,15506100
2024-01-24,386.96,393.07,384.79,387.66,15698500
2024-01-25,387.13,392.41,382.66,390.12,15091100
2024-01-26,391.28,393.7,388.54,391.07,13163700
2024-01-29,391.91,399.79,390.04,397.9,18742400
2024-01-30,400.45,403.2,396.46,396.94,18614700
2024-01-31,385.97,394.9,384.09,387.1,20180800
2024-02-01,390.87,397.38,389.99,391.71,29727100
2024-02-02,456.02,482.18,449.48,471.29,84707600
2024-02-05,466.22,468.23,455.64,455.83,40832400
2024-02-06,460.39,463.48,449.47,451.18,21655200
2024-02-07,454.43,467.85,452.63,465.93,23066000
2024-02-08,464.67,466.93,461.41,466.34,18815100
2024-02-09,469.27,469.9,463.83,464.47,18413100
2024-02-12,464.54,475.42,462.95,465.25,19382000
2024-02-13,453.31,464.25,451.55,456.54,20916600
2024-02-14,464.29,470.42,462.46,469.59,16858400
2024-02-15,471.58,484.82,468.54,480.26,24212300
2024-02-16,474.39,475.23,465.56,469.63,23324600
2024-02-20,466.06,472.47,462.93,468.08,18015500
2024-02-21,463.36,465.84,458.68,464.88,12921800
2024-02-22,477.01,486.69,472.85,482.86,21625800
2024-02-23,484.76,491.03,479.1,480.77,18374300
2024-02-26,480.21,482.87,477.36,478.5,12101400
2024-02-27,476.75,483.99,476.69,483.77,10809600
2024-02-28,481.73,487.74,479.5,480.76,12715500
2024-02-29,485.15,488.39,479.36,486.83,17732000
2024-03-01,488.8,500.85,488.54,498.92,16273600
2024-03-04,499.61,501.02,493.08,494.84,12324100
2024-03-05,491.67,492.24,484.6,486.92,15325300
2024-03-06,494.28,499.58,490.96,492.75,11757900
2024-03-07,499.89,516.35,498.0,508.74,18586400
2024-03-08,510.73,520.04,495.99,502.54,18597100
2024-03-11,493.66,493.97,472.79,480.33,20428300
2024-03-12,489.94,498.93,481.47,496.38,15448200
2024-03-13,492.05,497.61,487.72,492.23,12090700
2024-03-14,496.89,497.97,484.87,488.52,12620000
2024-03-15,485.72,488.52,478.06,480.84,29153600
2024-03-18,488.6,494.07,483.53,493.63,11755300
2024-03-19,484.88,493.29,478.04,492.9,10903100
2024-03-20,496.14,504.78,491.84,502.12,11711100
2024-03-21,511.24,511.57,502.6,504.34,9712500
2024-03-22,503.59,506.54,500.94,506.15,8120600
2024-03-25,502.38,503.8,496.87,499.63,8380600
2024-03-26,501.73,506.57,491.88,492.55,11205400
2024-03-27,495.94,496.52,484.78,490.53,9989700
2024-03-28,489.52,489.57,481.88,482.31,15212800
2024-04-01,483.92,494.08,478.54,488.04,9247000
2024-04-02,481.83,494.18,481.39,494.02,11081000
2024-04-03,495.57,503.82,495.39,503.33,12099200
2024-04-04,512.94,526.43,507.14,507.48,26476300
2024-04-05,513.38,527.13,510.95,523.79,19263300
2024-04-08,525.72,527.91,515.4,515.75,13260600
2024-04-09,518.71,522.33,503.33,513.42,10863800
2024-04-10,505.86,519.04,502.39,516.33,11418500
2024-04-11,517.6,520.33,513.81,519.64,10369500
2024-04-12,514.26,516.69,505.9,508.45,11984500
2024-04-15,513.24,515.04,493.93,496.86,13512900
2024-04-16,494.76,501.37,493.76,496.39,9847900
2024-04-17,499.71,499.77,483.86,490.84,12193700
2024-04-18,496.45,508.76,495.68,498.42,14808700
2024-04-19,499.41,499.41,472.53,477.83,25215400
2024-04-22,486.42,488.7,470.21,478.49,17271100
2024-04-23,487.94,495.4,485.68,492.76,15079200
2024-04-24,504.64,506.57,481.32,490.18,37772700
2024-04-25,418.56,442.77,411.71,438.41,82890700
2024-04-26,438.49,443.43,429.05,440.31,32691400
2024-04-29,436.6,436.8,425.67,429.71,21502600
2024-04-30,428.15,436.66,426.83,427.27,18429500
2024-05-01,425.71,446.93,424.23,436.23,20344900
2024-05-02,435.89,440.97,429.37,438.71,15221300
2024-05-03,442.93,451.11,440.86,448.92,16489100
2024-05-06,452.51,463.02,450.29,462.54,15094600
2024-05-07,463.15,468.35,458.2,465.09,13406800
2024-05-08,460.38,472.38,459.88,469.42,11683900
2024-05-09,466.84,472.87,464.48,472.22,9437700
2024-05-10,473.88,474.28,466.44,472.99,10750000
2024-05-13,469.57,470.16,459.73,464.86,14668800
2024-05-14,460.25,469.36,456.98,468.67,10478600
2024-05-15,471.78,479.25,468.03,478.3,13100500
2024-05-16,471.8,474.47,469.57,470.04,16608200
2024-05-17,467.66,469.62,465.27,468.73,10807300
2024-05-20,466.79,470.01,463.9,465.68,11745100
2024-05-21,463.97,467.53,459.16,461.5,11742200
2024-05-22,464.72,470.53,462.51,464.63,10078600
2024-05-23,469.7,471.17,458.43,462.64,11747900
2024-05-24,464.47,476.62,463.16,475.0,12024300
2024-05-28,473.37,477.62,471.64,476.69,10175800
2024-05-29,471.46,476.62,470.51,471.17,9226200
2024-05-30,468.49,468.55,461.58,463.91,10719600
2024-05-31,462.66,465.96,451.4,463.69,16919800
2024-06-03,467.69,476.37,465.09,474.27,11279400
2024-06-04,473.79,475.67,470.04,473.78,7088700
2024-06-05,481.19,493.31,480.65,491.73,15690500
2024-06-06,489.66,499.43,487.58,490.44,10667300
2024-06-07,492.57,495.55,486.87,489.64,9380700
2024-06-10,490.53,499.28,490.09,499.22,11220900
2024-06-11,496.79,504.18,494.91,504.05,9673700
2024-06-12,510.53,510.55,501.07,505.41,11983200
2024-06-13,502.3,505.93,497.98,500.71,9954600
2024-06-14,499.76,504.24,497.87,501.26,10243300
2024-06-17,498.79,507.81,493.16,503.72,11266600
2024-06-18,501.66,503.09,492.17,496.62,13060400
2024-06-20,499.11,500.78,493.91,498.82,11801200
2024-06-21,500.56,500.56,489.56,491.94,22359200
2024-06-24,496.33,504.88,491.45,496.04,13525300
2024-06-25,494.19,507.77,492.65,507.67,12063200
2024-06-26,503.74,510.86,501.78,510.17,8882300
2024-06-27,511.29,519.87,510.95,516.57,10121200
2024-06-28,514.18,518.88,500.94,501.32,15855100
2024-07-01,502.05,503.67,490.34,501.78,10328200
2024-07-02,497.88,507.57,496.58,506.57,7739500
2024-07-03,503.46,508.34,503.11,507.03,6005600
2024-07-05,508.66,537.76,508.66,536.81,21354100
2024-07-08,539.23,539.69,523.62,526.28,14917500
2024-07-09,530.68,534.39,525.15,526.95,8753200
2024-07-10,527.74,535.78,525.32,531.62,10983300
2024-07-11,527.84,532.38,505.45,509.75,16458300
2024-07-12,494.9,505.17,491.39,496.0,19750500
2024-07-15,495.76,503.77,490.53,493.31,12539200
2024-07-16,498.62,501.05,483.0,486.98,14075800
2024-07-17,476.42,476.42,456.48,459.33,28076600
2024-07-18,472.27,476.49,461.87,473.12,19267200
2024-07-19,473.32,483.91,472.98,474.05,15149400
2024-07-22,483.78,489.23,481.12,484.6,12023100
2024-07-23,487.02,492.37,484.92,485.88,9455500
2024-07-24,469.6,473.56,457.93,458.62,17649700
2024-07-25,460.6,460.89,440.11,450.8,18240500
2024-07-26,461.53,467.07,456.78,463.02,14222400
2024-07-29,467.18,471.24,462.35,463.03,11339600
2024-07-30,464.32,470.01,454.08,460.53,11390400
2024-07-31,468.31,473.76,464.07,472.1,24285800
2024-08-01,518.01,524.14,489.27,494.88,43083100
2024-08-02,486.19,498.27,473.41,485.33,24044700
2024-08-05,448.76,480.7,448.21,473.0,21396200
2024-08-06,476.25,499.67,475.9,491.25,20955000
2024-08-07,500.24,507.22,484.06,486.11,20105300
2024-08-08,494.64,507.03,491.88,506.7,16156800
2024-08-09,504.79,515.36,502.79,514.79,13696600
2024-08-12,513.89,515.04,506.17,512.98,9767400
2024-08-13,517.02,528.45,515.17,525.5,13743800
2024-08-14,525.02,530.93,520.12,523.73,11444200
2024-08-15,528.73,536.67,523.67,534.24,13482100
2024-08-16,528.84,530.59,521.64,524.39,14776700
2024-08-19,523.84,528.6,519.76,526.24,9879700
2024-08-20,525.31,528.04,522.86,523.7,7944400
2024-08-21,524.12,536.3,523.9,532.08,13423300
2024-08-22,533.91,541.1,525.55,528.87,15708300
2024-08-23,533.83,536.77,522.04,524.97,11323900
2024-08-26,524.57,524.97,511.99,518.12,9584000
2024-08-27,516.0,521.0,512.35,516.12,6282700
2024-08-28,514.69,518.1,509.5,513.81,9106100
2024-08-29,516.07,524.17,512.72,515.24,8317400
2024-08-30,518.35,520.53,512.24,518.31,9157500
2024-09-03,516.65,522.47,505.7,508.82,12459100
2024-09-04,503.16,513.62,501.17,509.79,8335200
2024-09-05,508.78,518.63,508.21,513.89,8640900
2024-09-06,518.88,521.56,495.39,497.39,14744500
2024-09-09,503.25,508.39,499.19,501.89,11047800
2024-09-10,505.24,511.22,497.16,501.89,9899000
2024-09-11,504.1,510.17,492.75,508.89,10782500
2024-09-12,514.08,523.68,512.26,522.58,11970500
2024-09-13,517.35,524.55,514.14,521.6,10321400
2024-09-16,522.02,531.54,514.92,530.72,9527600
2024-09-17,535.02,539.5,528.02,533.75,11690800
2024-09-18,534.49,541.59,531.34,535.37,10323500
2024-09-19,547.36,559.37,543.9,556.42,15647000
2024-09-20,557.31,561.79,553.63,558.66,22066800
2024-09-23,566.77,571.23,559.71,561.7,12830700
2024-09-24,563.96,565.03,551.53,560.63,12993000
2024-09-25,561.34,574.11,561.01,565.58,16543400
2024-09-26,572.97,574.63,559.65,565.11,14400800
2024-09-27,567.36,568.1,561.8,564.64,9398400
2024-09-30,564.98,571.92,562.09,569.69,12792300
2024-10-01,575.21,580.24,567.36,573.7,15259300
2024-10-02,572.1,573.24,566.61,570.06,6524700
2024-10-03,567.41,580.56,566.0,579.97,11581000
2024-10-04,580.93,593.99,578.64,593.08,14169500
2024-10-07,595.35,600.06,581.24,581.97,12014200
2024-10-08,586.86,590.71,583.16,590.04,7857400
2024-10-09,591.14,591.54,578.82,587.68,9529700
2024-10-10,584.75,587.4,579.72,581.03,7740400
2024-10-11,582.02,588.37,579.91,587.12,8587100
2024-10-14,591.37,597.22,587.13,587.59,8252000
2024-10-15,587.33,587.78,577.36,583.46,9564200
2024-10-16,578.61,579.29,571.28,574.02,11268400
2024-10-17,580.53,582.16,572.44,574.16,8701200
2024-10-18,578.31,581.17,572.49,573.7,7694300
2024-10-21,573.27,574.47,566.38,572.4,8171900
2024-10-22,571.53,580.73,569.37,579.22,8544500
2024-10-23,577.19,582.19,559.8,560.98,14248400
2024-10-24,564.41,566.15,558.83,565.06,7184700
2024-10-25,571.18,578.5,568.98,570.5,11337900
2024-10-28,579.21,580.95,571.36,575.39,10925100
2024-10-29,577.37,590.82,572.64,590.43,13019100
2024-10-30,598.1,598.31,586.55,588.96,26864900
2024-10-31,582.19,587.07,560.31,564.86,26838400
2024-11-01,564.89,570.92,559.86,564.44,15303200
2024-11-04,561.39,565.96,555.21,557.99,12064600
2024-11-05,564.58,570.73,563.95,569.68,9775400
2024-11-06,560.05,570.25,552.51,569.3,18305400
2024-11-07,574.12,591.95,572.45,588.86,14653700
2024-11-08,588.7,590.25,581.71,586.51,9415700
2024-11-11,583.55,584.18,573.74,580.37,10209100
2024-11-12,585.72,596.78,577.59,582.01,16287700
2024-11-13,579.81,582.83,572.41,577.22,10757600
2024-11-14,574.23,577.97,570.26,574.39,11053700
2024-11-15,568.48,569.82,548.85,551.42,17712900
2024-11-18,554.37,557.21,547.45,551.74,14327300
2024-11-19,549.21,558.74,547.96,558.4,9522400
2024-11-20,560.23,563.63,551.54,562.81,9797300
2024-11-21,566.79,567.26,546.42,560.39,11154700
2024-11-22,560.85,561.12,551.93,556.46,9164000
2024-11-25,559.4,569.84,553.72,562.4,13599800
2024-11-26,563.28,574.73,562.49,570.79,10356600
2024-11-27,572.13,572.22,561.39,566.47,7200200
2024-11-29,566.27,575.68,564.18,571.56,7130500
2024-12-02,574.73,591.65,572.81,589.99,12522400
2024-12-03,592.14,611.25,588.41,610.71,14907200
2024-12-04,610.02,614.82,602.2,610.83,14697000
2024-12-05,614.12,616.93,604.14,606.01,8081200
2024-12-06,607.17,626.77,605.61,620.78,16935500
2024-12-09,620.93,623.39,603.26,610.63,11426000
2024-12-10,614.6,622.59,609.8,616.35,10938900
2024-12-11,620.38,635.34,618.55,629.64,10837200
2024-12-12,628.47,633.6,624.2,627.76,7474700
2024-12-13,624.21,628.05,613.93,617.37,8453300
2024-12-16,627.46,628.63,616.11,621.75,10885600
2024-12-17,623.67,629.84,614.08,616.96,12897800
2024-12-18,618.52,624.85,593.94,594.8,17075500
2024-12-19,607.95,609.08,592.62,593.19,14958100
2024-12-20,588.22,600.7,577.68,582.91,48989400
2024-12-23,587.24,598.69,583.91,597.45,10205800
2024-12-24,600.31,605.56,596.89,605.32,4726100
2024-12-26,603.06,603.88,596.55,600.94,6081400
2024-12-27,597.01,599.44,587.44,597.41,8084200
2024-12-30,586.4,594.55,583.24,588.88,7025900
2024-12-31,589.9,591.6,581.52,583.17,6019500
2025-01-02,587.36,602.49,585.47,596.85,12682300
2025-01-03,602.34,607.06,594.03,602.21,11436800
2025-01-06,609.38,628.47,603.2,627.68,14560800
2025-01-07,629.18,629.57,605.8,615.42,12071500
2025-01-08,610.95,613.98,600.38,608.28,10085800
2025-01-10,607.59,627.39,594.95,613.4,19256600
2025-01-13,604.67,606.54,596.06,605.9,10785000
2025-01-14,602.65,603.07,586.2,591.88,13598000
2025-01-15,607.77,619.97,604.08,614.65,15524300
2025-01-16,609.06,613.79,607.27,608.86,8355300
2025-01-17,621.56,622.47,601.26,610.32,17280600
2025-01-21,615.36,619.02,606.58,614.0,11674000
2025-01-22,620.81,631.17,616.95,621.01,12274000
2025-01-23,624.85,634.06,618.67,633.91,9910200
2025-01-24,633.86,649.39,631.67,644.9,19065300
2025-01-27,624.11,661.22,622.6,657.24,28399200
2025-01-28,663.34,679.85,656.83,671.64,20950100
2025-01-29,672.3,678.33,663.01,673.79,21377800
2025-01-30,694.04,707.95,673.4,684.25,29322900
2025-01-31,688.24,702.48,682.84,686.43,19303900
2025-02-03,673.21,701.19,672.55,694.67,21415700
2025-02-04,699.69,704.88,688.85,701.38,13826300
2025-02-05,700.74,715.27,696.22,702.05,17778200
2025-02-06,703.06,716.03,700.69,709.14,13080700
2025-02-07,713.94,722.11,708.91,711.66,16427100
2025-02-10,715.69,718.32,708.49,714.53,12904300
2025-02-11,710.47,720.77,707.2,716.92,12998000
2025-02-12,712.44,724.19,709.75,722.48,12016500
2025-02-13,718.64,726.09,715.17,725.65,12569100
2025-02-14,723.24,737.95,722.72,733.73,16901200
